ComputerName,HardwareVendor,HardwareModel,device_os
LOFT-M3677,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3677,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3677,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W3081,Dell Inc.,Latitude 3420,Windows
LOFT-M3403,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3403,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3712,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3712,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3712,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3710,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3710,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3705,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3705,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4004,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4004,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4004,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4005,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4005,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4005,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3704,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3704,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3704,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4002,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4002,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M4002,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3584,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3584,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3537,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3537,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3537,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1002,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1002,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1002,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0086,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0086,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0086,Apple Inc.,"MacBookPro15,1",macOS
LOFT-W3264,Dell Inc.,Latitude 3420,Windows
LOFT-L2415,Avell High Performance,Avell G1555 MUV / A62 MUV,Ubuntu
LOFT-W3213,Dell Inc.,Latitude 3420,Windows
LOFT-W3302,Dell Inc.,Latitude 3420,Windows
LOFT-M2562,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2562,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2562,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3672,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3672,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W3438,Dell Inc.,Latitude 3420,Windows
LOFT-SPM-0321,Apple Inc.,"MacBookPro16,1",macOS
LOFT-SPM-0321,Apple Inc.,"MacBookPro16,1",macOS
MacBook Pro,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
MacBook Pro,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
MacBook Pro,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M0066,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0066,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0066,Apple Inc.,"MacBookPro15,1",macOS
LOFT-VMM-2387,innotek GmbH,"iMac11,3",macOS
LOFT-M2682,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2682,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3463,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3463,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3463,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2672,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2672,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3545,Apple Inc.,"MacBook Air (M1, 2020)",macOS
LOFT-M3545,Apple Inc.,"MacBook Air (M1, 2020)",macOS
LOFT-M3660,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3660,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3660,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2544,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2544,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2544,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W3620,Dell Inc.,Latitude 3420,Windows
LOFT-M1050,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1050,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1050,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W0372,Dell Inc.,Latitude 3400,Windows
LOFT-M0149,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0149,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0046,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0046,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0046,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M2090,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2090,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2090,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0022,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0022,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0022,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M1008,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1008,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1008,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0346,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0346,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0073,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0073,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0084,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0084,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0011,Apple Inc.,"MacBookPro15,2",macOS
LOFT-M0011,Apple Inc.,"MacBookPro15,2",macOS
LOFT-M0011,Apple Inc.,"MacBookPro15,2",macOS
LOFT-W6014,Dell Inc.,Latitude 3420,Windows
LOFT-W6040,Dell Inc.,Latitude 3420,Windows
LOFT-W2345,Dell Inc.,Latitude 3410,Windows
LOFT-M0037,Apple Inc.,"MacBookPro14,1",macOS
LOFT-M0037,Apple Inc.,"MacBookPro14,1",macOS
LOFT-M3453,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3453,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6037,Dell Inc.,Latitude 3420,Windows
LOFT-W3510,Dell Inc.,Latitude 3420,Windows
LOFT-W0785,Dell Inc.,Latitude 3400,Windows
LOFT-W2014,Dell Inc.,Latitude 3400,Windows
LOFT-W3551,Dell Inc.,Latitude 3420,Windows
LOFT-W0677,Dell Inc.,Latitude 3490,Windows
LOFT-W6111,Dell Inc.,Latitude 3420,Windows
LOFT-W3131,Dell Inc.,Latitude 3420,Windows
LOFT-M0326,Apple Inc.,"MacBookPro15,4",macOS
LOFT-M0326,Apple Inc.,"MacBookPro15,4",macOS
LOFT-M3946,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3946,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6092,Dell Inc.,Latitude 3420,Windows
LOFT-W3353,Dell Inc.,Latitude 3420,Windows
LOFT-W0373,Dell Inc.,Latitude 3400,Windows
LOFT-W6134,Dell Inc.,Latitude 3420,Windows
LOFT-M0049,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0049,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0049,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M3565,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3565,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3565,Apple Inc.,"MacBookPro16,1",macOS
LOFT-SPW-3024,Dell Inc.,Latitude 3410,Windows
LOFT-M3749,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3749,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3749,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-SPW-3114,Dell Inc.,Latitude 3420,Windows
LOFT-M3801,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3801,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3801,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3437,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3437,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3517,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3517,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W3746,Dell Inc.,Latitude 3420,Windows
LOFT-M3894,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3894,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W3209,Dell Inc.,Latitude 3420,Windows
LOFT-W3607,Dell Inc.,Latitude 3420,Windows
LOFT-W-6301,Dell Inc.,Latitude 3420,Windows
LOFT-W0695,Dell Inc.,Latitude 3490,Windows
LOFT-W6259,Dell Inc.,Latitude 3420,Windows
CREDH-W0130,LENOVO,20RB000UBR,Windows
LOFT-W6133,Dell Inc.,Latitude 3420,Windows
LOFT-W6009,Dell Inc.,Latitude 3420,Windows
LOFT-M3103,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3103,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3554,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3554,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3554,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3578,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3578,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3578,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3488,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3488,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3488,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3562,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3562,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3562,Apple Inc.,"MacBookPro16,1",macOS
CREDH-W0299,Dell Inc.,Latitude 3400,Windows
LOFT-W6052,Dell Inc.,Latitude 3420,Windows
LOFT-M2541,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2541,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3508,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3508,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3508,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W2285,Dell Inc.,Latitude 3410,Windows
LOFT-W0352,Dell Inc.,Latitude 3400,Windows
LOFT-W3578,Dell Inc.,Latitude 3420,Windows
LOFT-W3548,Dell Inc.,Latitude 3420,Windows
LOFT-W0589,Dell Inc.,Latitude 3490,Windows
LOFT-W0354,Dell Inc.,Latitude 3400,Windows
CREDH-W0396,LENOVO,20RB000UBR,Windows
LOFT-M3128,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3128,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3128,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3129,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3129,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3129,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6546,Dell Inc.,Latitude 3420,Windows
LOFT-M3706,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3706,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3706,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W3830,Avell High Performance,A70 MOB,Windows
LOFT-W3417,Dell Inc.,Latitude 3420,Windows
LOFT-M0013,Apple Inc.,"MacBookPro15,2",macOS
LOFT-M0013,Apple Inc.,"MacBookPro15,2",macOS
LOFT-M0338,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0338,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0338,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W3290,Dell Inc.,Latitude 3420,Windows
LOFT-W6236,Dell Inc.,Latitude 3420,Windows
LOFT-W3431,Dell Inc.,Latitude 3420,Windows
LOFT-W0450,Dell Inc.,Latitude 3490,Windows
LOFT-W3611,Dell Inc.,Latitude 3420,Windows
LOFT-W3407,Dell Inc.,Latitude 3420,Windows
LOFT-W2266,Dell Inc.,Latitude 3410,Windows
LOFT-M3199,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3199,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W0776,Dell Inc.,Latitude 3400,Windows
LOFT-W0459,Dell Inc.,Latitude 3490,Windows
LOFTZOOM-W0123-RIODEJANEIRO-4,Dell Inc.,Vostro 5471,Windows
LOFT-M3410,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3410,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3410,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3761,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3761,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3761,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3682,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3682,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3682,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M2511,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2511,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W2479,Dell Inc.,Latitude 3410,Windows
LOFT-W3600,Dell Inc.,Latitude 3420,Windows
LOFT-W3205,Dell Inc.,Latitude 3420,Windows
LOFT-W3594,Dell Inc.,Latitude 3420,Windows
LOFT-M3559,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3559,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6095,Dell Inc.,Latitude 3420,Windows
LOFT-W0813,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows
LOFT-W3143,Dell Inc.,Latitude 3420,Windows
LOFT-W2296,Dell Inc.,Latitude 3410,Windows
LOFT-W6054,Dell Inc.,Latitude 3420,Windows
LOFT-M3525,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3525,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3525,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W2278,Dell Inc.,Latitude 3410,Windows
LOFT-W3386,Dell Inc.,Latitude 3420,Windows
LOFT-W3174,Dell Inc.,Latitude 3420,Windows
LOFT-W3341,Dell Inc.,Latitude 3420,Windows
LOFT-W6036,Dell Inc.,Latitude 3420,Windows
LOFT-W3531,Dell Inc.,Latitude 3420,Windows
LOFT-W3352,Dell Inc.,Latitude 3420,Windows
LOFT-W3182,Dell Inc.,Latitude 3420,Windows
LOFT-W0777,Dell Inc.,Latitude 3400,Windows
LOFT-W3660,Dell Inc.,Latitude 3420,Windows
LOFT-W3308,Dell Inc.,Latitude 3420,Windows
LOFT-W3050,Dell Inc.,Latitude 3420,Windows
LOFT-SPW-3371,Dell Inc.,Latitude 3420,Windows
LOFT-W3344,Dell Inc.,Latitude 3420,Windows
LOFT-W3378,Dell Inc.,Latitude 3420,Windows
LOFT-W3404,Dell Inc.,Latitude 3420,Windows
LOFT-W3539,Dell Inc.,Latitude 3420,Windows
LOFT-SPW-0474,Dell Inc.,Vostro 5471,Windows
LOFT-W3638,Dell Inc.,Latitude 3420,Windows
LOFT-W6332,Dell Inc.,Latitude 3420,Windows
LOFT-W3555,Dell Inc.,Latitude 3420,Windows
LOFT-W3370,Dell Inc.,Latitude 3420,Windows
LOFT-W3140,Dell Inc.,Latitude 3420,Windows
LOFT-W2693,Dell Inc.,Latitude 3410,Windows
LOFT-W0683,Dell Inc.,Latitude 3490,Windows
LOFT-SPW-3416,Dell Inc.,Latitude 3420,Windows
LOFT-W3006,Dell Inc.,Latitude 3410,Windows
CREDH-W3190,Dell Inc.,Latitude 3420,Windows
CREDH-W3171,Dell Inc.,Latitude 3420,Windows
LOFT-W3474,Dell Inc.,Latitude 3420,Windows
CP-W3459,Dell Inc.,Latitude 3420,Windows
CP-W3294,Dell Inc.,Latitude 3420,Windows
CP-W2268,Dell Inc.,Latitude 3410,Windows
CP-W3026,Dell Inc.,Latitude 3410,Windows
LOFT-M3512,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3512,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3512,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3778,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3778,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3457,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3457,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3457,Apple Inc.,"MacBookPro16,1",macOS
CREDH-W3032,Dell Inc.,Latitude 3410,Windows
CP-JVL-W2057,Acer,Aspire A515-54,Windows
CPJVL2129,Dell Inc.,Inspiron 15 5510,Windows
CP-JVL-W0183,Acer,Nitro AN515-54,Windows
CP-CWB-W004,Dell Inc.,Inspiron 15 5510,Windows
CP-JVL-W0868,Acer,Aspire A515-54,Windows
CP-JVL-W0863,LENOVO,82CG,Windows
CP-JVL-W2024,LENOVO,82CG,Windows
CP-JVL-W2069,Acer,Aspire A515-54,Windows
CP-JVL-W0847,LENOVO,82HB,Windows
CP-CWB-W1286,Acer,Aspire A515-54,Windows
CP-JVL-W0178,Dell Inc.,Inspiron 3583,Windows
CP-CWB-W0891,Acer,Aspire A515-54,Windows
CP-CWB-W1088,Acer,Aspire A515-54,Windows
CP-JVL-W0893,Acer,Aspire A515-54,Windows
LOFT-M3150,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3150,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3150,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W1084,Acer,Aspire A515-54,Windows
LOFT-M3133,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3133,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3133,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3113,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3113,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3113,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-JVL-W2026,LENOVO,82CG,Windows
LOFT-M3134,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3134,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3134,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-JVL-W0056,Acer,Aspire A515-51G,Windows
CP-JVL-W0020,LENOVO,81FE,Windows
CP-W3175,Dell Inc.,Latitude 3420,Windows
CP-W2133,Dell Inc.,Latitude 3410,Windows
CP-W3021,Dell Inc.,Latitude 3410,Windows
CP-W3033,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1118,Acer,Aspire A515-54,Windows
CP-W3010,Dell Inc.,Latitude 3410,Windows
CREDH-W3162,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1310,Acer,Aspire A515-54,Windows
CP-CWB-W0900,"SAMSUNG ELECTRONICS CO., LTD.",550XDA,Windows
CP-CWB-W1314,Acer,Aspire A515-54,Windows
CP-CWB-W1318,Acer,Aspire A515-54,Windows
CP-CWB-W1300,Acer,Aspire A515-54,Windows
CP-CWB-W1320,Acer,Aspire A515-54,Windows
CP-CWB-W1312,Acer,Aspire A515-54,Windows
CP-CWB-W1322,Acer,Aspire A515-54,Windows
CP-CWB-W1332,Acer,Aspire A515-54,Windows
CP-CWB-W1332,Acer,Aspire A515-54,Windows
CP-CWB-W1334,Acer,Aspire A515-54,Windows
CP-CWB-W1336,Acer,Aspire A515-54,Windows
CP-CWB-W1316,Acer,Aspire A515-54,Windows
CP-CWB-W1328,Acer,Aspire A515-54,Windows
CP-CWB-W1338,Acer,Aspire A515-54,Windows
CP-CWB-W1340,Acer,Aspire A515-54,Windows
CP-CWB-W1342,Acer,Aspire A515-54,Windows
CP-CWB-W1348,Acer,Aspire A515-54,Windows
CP-JVL-W0823,Dell Inc.,Inspiron 3583,Windows
CP-CWB-W2119,Acer,Aspire A515-54,Windows
cp-jvl-l2059,Dell Inc.,Inspiron 15 5510,Ubuntu
CP-CWB-W2016,Acer, ,Windows
CP-JVL-W2125,Dell Inc.,Inspiron 3501,Windows
LOFT-W2486,Dell Inc.,Latitude 3410,Windows
LOFT-W3133,Dell Inc.,Latitude 3420,Windows
LOFT-W3470,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1066,Acer,Aspire A515-54,Windows
CP-CWB-W1270,Acer,Aspire A515-54,Windows
CP-CWB-W1308,Acer,Aspire A515-54,Windows
CP-CWB-W1158,Acer,Aspire A515-54,Windows
CP-CWB-W1106,Acer,Aspire A515-54,Windows
CP-CWB-W1104,Acer,Aspire A515-54,Windows
CP-CWB-W1014,Acer,Aspire A515-54,Windows
CP-CWB-W1304,Acer,Aspire A515-54,Windows
CP-CWB-W1016,Acer,Aspire A515-54,Windows
CP-CWB-W1290,Acer,Aspire A515-54,Windows
CP-JVL-W2046,Acer,Aspire A515-54,Windows
CP-CWB-W0940,Acer,Aspire A515-54,Windows
CP-JVL-W0876,Acer,Aspire A515-54,Windows
CP-CWB-W1068,Acer,Aspire A515-54,Windows
CP-CWB-W0960,Acer,Aspire A515-54,Windows
CP-CWB-W0958,Acer,Aspire A515-54,Windows
CP-CWB-W0658,Acer,Aspire A315-56,Windows
CP-JVL-W1292,Acer,Aspire A515-54,Windows
LOFT-M2476,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2476,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2476,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W1266,Acer,Aspire A515-54,Windows
CP-JVL-W1278,Acer,Aspire A515-54,Windows
CP-CWB-W1272,Acer,Aspire A515-54,Windows
CP-CWB-W1264,Acer,Aspire A515-54,Windows
CP-CWB-W1172,Acer,Aspire A515-54,Windows
LOFT-W3664,Dell Inc.,Latitude 3420,Windows
LOFT-W6333,Dell Inc.,Latitude 3420,Windows
LOFT-W3744,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1258,Acer,Aspire A515-54,Windows
CP-CWB-W1256,Acer,Aspire A515-54,Windows
CP-CWB-W0208,LENOVO,81S9,Windows
CP-CWB-W1224,Acer,Aspire A515-54,Windows
LOFT-W0979,Dell Inc.,Latitude 3400,Windows
CP-CWB-W1220,Acer,Aspire A515-54,Windows
LOFT-W2267,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1112,Acer,Aspire A515-54,Windows
CP-CWB-W1034,Dell Inc.,Inspiron 5301,Windows
CP-CWB-W0630,Acer,Aspire A315-56,Windows
LOFT-W3500,Dell Inc.,Latitude 3420,Windows
CPCWB1252,Acer,Aspire A515-54,Windows
CPCWB1242,Acer,Aspire A515-54,Windows
CPCWB1276,Acer,Aspire A515-54,Windows
CP-CWB-W0656,Acer,Aspire A315-56,Windows
CP-CWB-W0254,LENOVO,81FE,Windows
CPCWB1296,Acer,Aspire A515-54,Windows
CP-CWB-W1262,Acer,Aspire A515-54,Windows
CP-CWB-W1108,Acer,Aspire A515-54,Windows
CP-CWB-W1210,Acer,Aspire A515-54,Windows
CP-CWB-W1048,Acer,Aspire A515-54,Windows
CP-CWB-W1086,Acer,Aspire A515-54,Windows
CP-CWB-W1062,Acer,Aspire A515-54,Windows
CP-CWB-W1062,Acer,Aspire A515-54,Windows
CP-CWB-W1058,Acer,Aspire A515-54,Windows
CP-CWB-W1080,Acer,Aspire A515-54,Windows
CP-CWB-W1072,Acer,Aspire A515-54,Windows
LOFT-W6228,Dell Inc.,Latitude 3420,Windows
LOFT-M3553,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3553,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3553,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3513,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3513,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3513,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-CWB-W1268,Acer,Aspire A515-54,Windows
LOFT-W0473,Dell Inc.,Latitude 3490,Windows
LOFT-W6048,Dell Inc.,Latitude 3420,Windows
LOFT-W2165,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1284,Acer,Aspire A515-54,Windows
LOFT-W3192,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1074,Acer,Aspire A515-54,Windows
LOFT-W3000,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1042,Acer,Aspire A515-54,Windows
CP-CWB-W1036,Acer,Aspire A515-54,Windows
CP-CWB-W1038,Acer,Aspire A515-54,Windows
LOFT-W2346,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1028,Acer,Aspire A515-54,Windows
CP-CWB-W1026,Acer,Aspire A515-54,Windows
LOFT-M2438,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2438,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W1246,Dell Inc.,Inspiron 15 5510,Windows
LOFT-W0185,Dell Inc.,Latitude 3490,Windows
CP-CWB-W0601,Acer,Aspire A315-56,Windows
CP-CWB-W0898,Acer,Aspire A515-54,Windows
CP-CWB-W1164,Acer,Aspire A515-54,Windows
CP-CWB-W1146,Acer,Aspire A515-54,Windows
CP-CWB-W1146,Acer,Aspire A515-54,Windows
CP-CWB-W0990,Acer,Aspire A515-54,Windows
CP-CWB-W1020,Acer,Aspire A515-54,Windows
CP-CWB-W0980,Acer,Aspire A515-54,Windows
CP-CWB-W0978,Acer,Aspire A515-54,Windows
CP-CWB-W0972,Acer,Aspire A515-54,Windows
CP-CWB-W0952,Acer,Aspire A515-54,Windows
CP-CWB-W0950,Acer,Aspire A515-54,Windows
CP-CWB-W0942,Acer,Aspire A515-54,Windows
CP-CWB-W0982,Acer,Aspire A515-54,Windows
CP-CWB-W0984,Acer,Aspire A515-54,Windows
LOFT-M3750,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3750,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W0756,Dell Inc.,Latitude 3400,Windows
CP-CWB-W0936,Acer,Aspire A515-54,Windows
