ComputerName,HardwareVendor,HardwareModel,device_os
LOFT-W6141,Dell Inc.,Latitude 3420,Windows
LOFT-W6042,Dell Inc.,Latitude 3420,Windows
LOFT-W6576,Dell Inc.,Latitude 3420,Windows
VISTA-W0110,Dell Inc.,Latitude 3420,Windows
CP-CWB-W2134,Dell Inc.,Inspiron 15 5510,Windows
LOFT-W6210,Dell Inc.,Latitude 3420,Windows
LOFT-W6476,Dell Inc.,Latitude 3420,Windows
CP-W0470,Dell Inc.,Latitude 3490,Windows
LOFT-W6041,Dell Inc.,Latitude 3420,Windows
CP-W3154,Dell Inc.,Latitude 3420,Windows
CP-W3289,Dell Inc.,Latitude 3420,Windows
CP-W3184,Dell Inc.,Latitude 3420,Windows
CP-W2111,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1030,Acer,Aspire A515-54,Windows
CREDPCTBINA1134,Acer,Aspire A515-54,Windows
LOFT-W6238,Dell Inc.,Latitude 3420,Windows
LOFT-W6343,Dell Inc.,Latitude 3420,Windows
LOFT-W6006,Dell Inc.,Latitude 3420,Windows
LOFT-W6200,Dell Inc.,Latitude 3420,Windows
LOFT-W6307,Dell Inc.,Latitude 3420,Windows
LOFT-W6337,Dell Inc.,Latitude 3420,Windows
LOFT-W6376,Dell Inc.,Latitude 3420,Windows
LOFT-W6534,Dell Inc.,Latitude 3420,Windows
MacSolution-Teste-2,Apple Inc.,Apple Virtual Machine 1,macOS
CP-W3506,Dell Inc.,Latitude 3420,Windows
CP-W3002,Dell Inc.,Latitude 3410,Windows
CP-W3254,Dell Inc.,Latitude 3420,Windows
CP-W2178,Dell Inc.,Latitude 3410,Windows
LOFT-W6061,Dell Inc.,Latitude 3420,Windows
LOFT-W6056,Dell Inc.,Latitude 3420,Windows
LOFT-W6248,Dell Inc.,Latitude 3420,Windows
CP-W3509,Dell Inc.,Latitude 3420,Windows
VISTA-L0063,Acer,Aspire A315-56,Ubuntu
CP-CWB-W1142,Acer,Aspire A515-54,Windows
LOFT-W6419,Dell Inc.,Latitude 3420,Windows
LOFT-W6543,Dell Inc.,Latitude 3420,Windows
LOFT-W6529,Dell Inc.,Latitude 3420,Windows
LOFT-W6515,Dell Inc.,Latitude 3420,Windows
LOFT-W6179,Dell Inc.,Latitude 3420,Windows
LOFT-W6224,Dell Inc.,Latitude 3420,Windows
LOFT-W6386,Dell Inc.,Latitude 3420,Windows
LOFT-W6184,Dell Inc.,Latitude 3420,Windows
LOFT-W6232,Dell Inc.,Latitude 3420,Windows
LOFT-W6302,Dell Inc.,Latitude 3420,Windows
LOFT-W6398,Dell Inc.,Latitude 3420,Windows
LOFT-W6298,Dell Inc.,Latitude 3420,Windows
LOFT-W6099,Dell Inc.,Latitude 3420,Windows
LOFT-W6249,Dell Inc.,Latitude 3420,Windows
LOFT-W6380,Dell Inc.,Latitude 3420,Windows
LOFT-W6225,Dell Inc.,Latitude 3420,Windows
LOFT-W6055,Dell Inc.,Latitude 3420,Windows
CP-W2206,Dell Inc.,Latitude 3410,Windows
CP-W3285,Dell Inc.,Latitude 3420,Windows
CP-W3299,Dell Inc.,Latitude 3420,Windows
CP-W3286,Dell Inc.,Latitude 3420,Windows
LOFT-W6445,Dell Inc.,Latitude 3420,Windows
LOFT-W6266,Dell Inc.,Latitude 3420,Windows
CP-W2124,Dell Inc.,Latitude 3410,Windows
LOFT-W6235,Dell Inc.,Latitude 3420,Windows
LOFT-W6377,Dell Inc.,Latitude 3420,Windows
LOFT-W6023,Dell Inc.,Latitude 3420,Windows
LOFT-W3215,Dell Inc.,Latitude 3420,Windows
LOFT-W6093,Dell Inc.,Latitude 3420,Windows
LOFT-W6456,Dell Inc.,Latitude 3420,Windows
LOFT-W6477,Dell Inc.,Latitude 3420,Windows
LOFT-W6462,Dell Inc.,Latitude 3420,Windows
LOFT-W6070,Dell Inc.,Latitude 3420,Windows
LOFT-W6441,Dell Inc.,Latitude 3420,Windows
LOFT-W6474,Dell Inc.,Latitude 3420,Windows
LOFT-W6353,Dell Inc.,Latitude 3420,Windows
LOFT-W6069,Dell Inc.,Latitude 3420,Windows
LOFT-W6481,Dell Inc.,Latitude 3420,Windows
CP-W3020,Dell Inc.,Latitude 3410,Windows
CP-W3023,Dell Inc.,Latitude 3410,Windows
LOFT-W6463,Dell Inc.,Latitude 3420,Windows
LOFT-M3575,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3575,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W1166,Acer,Aspire A515-54,Windows
LOFT-W6500,Dell Inc.,Latitude 3420,Windows
LOFT-W6413,Dell Inc.,Latitude 3420,Windows
LOFT-W6352,Dell Inc.,Latitude 3420,Windows
LOFT-W6171,Dell Inc.,Latitude 3420,Windows
LOFT-W6168,Dell Inc.,Latitude 3420,Windows
LOFT-M3680,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3680,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W1010,Acer,Aspire A515-54,Windows
CP-CWB-W1144,Acer,Aspire A515-54,Windows
LOFT-W6153,Dell Inc.,Latitude 3420,Windows
LOFT-W6336,Dell Inc.,Latitude 3420,Windows
LOFT-W6489,Dell Inc.,Latitude 3420,Windows
LOFT-W6496,Dell Inc.,Latitude 3420,Windows
LOFT-W6192,Dell Inc.,Latitude 3420,Windows
CP-W0894,Dell Inc.,Latitude 3400,Windows
CP-W0878,Dell Inc.,Latitude 3400,Windows
CP-W0687,Dell Inc.,Latitude 3490,Windows
CP-W0675,Dell Inc.,Latitude 3490,Windows
CP-W2650,Dell Inc.,Latitude 3400,Windows
CP-W3076,Dell Inc.,Latitude 3420,Windows
LOFT-M03447,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M03447,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3102,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3102,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6424,Dell Inc.,Latitude 3420,Windows
LOFT-W6159,Dell Inc.,Latitude 3420,Windows
LOFT-W6461,Dell Inc.,Latitude 3420,Windows
LOFT-W6475,Dell Inc.,Latitude 3420,Windows
LOFT-W6400,Dell Inc.,Latitude 3420,Windows
LOFT-M3173,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3173,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3173,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6221,Dell Inc.,Latitude 3420,Windows
LOFT-W6458,Dell Inc.,Latitude 3420,Windows
LOFT-W6351,Dell Inc.,Latitude 3420,Windows
LOFT-M3721,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3721,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W6491,Dell Inc.,Latitude 3420,Windows
LOFT-W6436,Dell Inc.,Latitude 3420,Windows
LOFT-W6509,Dell Inc.,Latitude 3420,Windows
LOFT-W6186,Dell Inc.,Latitude 3420,Windows
LOFT-W6442,Dell Inc.,Latitude 3420,Windows
LOFT-W6245,Dell Inc.,Latitude 3420,Windows
LOFT-W6147,Dell Inc.,Latitude 3420,Windows
VISTA-W0009,Dell Inc.,Latitude 3420,Windows
LOFT-M3104,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3104,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
MacBook Pro de Gabriel,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3101,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3101,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3785,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3785,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
VISTA-W0031,Dell Inc.,Latitude 3410,Windows
CP-CWB-M0696,Apple Inc.,"MacBook Air (M1, 2020)",macOS
CP-CWB-M0696,Apple Inc.,"MacBook Air (M1, 2020)",macOS
LOFT-W6417,Dell Inc.,Latitude 3420,Windows
LOFT-W6384,Dell Inc.,Latitude 3420,Windows
LOFT-W6363,Dell Inc.,Latitude 3420,Windows
LOFT-W6448,Dell Inc.,Latitude 3420,Windows
LOFT-W6312,Dell Inc.,Latitude 3420,Windows
LOFT-W6233,Dell Inc.,Latitude 3420,Windows
VISTA-W0041,Dell Inc.,Latitude 3410,Windows
LOFT-W6389,Dell Inc.,Latitude 3420,Windows
LOFT-W6513,Dell Inc.,Latitude 3420,Windows
LOFT-W6368,Dell Inc.,Latitude 3420,Windows
LOFT-W6214,Dell Inc.,Latitude 3420,Windows
LOFT-W6396,Dell Inc.,Latitude 3420,Windows
CP-W3214,Dell Inc.,Latitude 3420,Windows
CP-W3066,Dell Inc.,Latitude 3420,Windows
CP-W3640,Dell Inc.,Latitude 3420,Windows
LOFT-W6519,Dell Inc.,Latitude 3420,Windows
VISTA-W0047,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1004,Acer,Aspire A515-54,Windows
CP-CWB-W1004,Acer,Aspire A515-54,Windows
LOFT-W6131,Dell Inc.,Latitude 3420,Windows
LOFT-W3261,Dell Inc.,Latitude 3420,Windows
LOFT-W3547,Dell Inc.,Latitude 3420,Windows
LOFT-M3605,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3605,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3471,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3471,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0366,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M0366,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3466,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3466,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1075,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1075,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6003,Dell Inc.,Latitude 3420,Windows
LOFT-W6470,Dell Inc.,Latitude 3420,Windows
VISTA-W0046,Dell Inc.,Latitude 3410,Windows
LOFT-W6457,Dell Inc.,Latitude 3420,Windows
LOFT-W6103,Dell Inc.,Latitude 3420,Windows
LOFT-W6370,Dell Inc.,Latitude 3420,Windows
CP-CWB-W2021,Acer,Aspire A515-54,Windows
VISTA-W0055,Dell Inc.,Latitude 3410,Windows
VISTA-W0057,Dell Inc.,Latitude 3410,Windows
VISTA-W0081,Dell Inc.,Latitude 3410,Windows
LOFT-W6439,Dell Inc.,Latitude 3420,Windows
CP-CWB-W0924,Acer,Aspire A515-54,Windows
LOFT-W6414,Dell Inc.,Latitude 3420,Windows
LOFT-W3056,Dell Inc.,Latitude 3420,Windows
CP-W3225,Dell Inc.,Latitude 3420,Windows
VISTA-W0106,Dell Inc.,Latitude 3420,Windows
VISTA-W0020,Dell Inc.,Latitude 3410,Windows
VISTA-W0052,Dell Inc.,Latitude 3410,Windows
VISTA-W0091,Dell Inc.,Latitude 3410,Windows
VISTA-W0072,Dell Inc.,Latitude 3410,Windows
VISTA-W0027,Dell Inc.,Latitude 3410,Windows
CP-JVL-W0853,Acer,Aspire A315-56,Windows
VISTA-W0053,Dell Inc.,Latitude 3410,Windows
CP-W2146,Dell Inc.,Latitude 3410,Windows
MacBook Air de admin,Apple Inc.,"MacBookAir9,1",macOS
LOFT-W3495,Dell Inc.,Latitude 3420,Windows
LOFT-M3593,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3593,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3593,Apple Inc.,"MacBookPro16,1",macOS
VISTA-W0088,Dell Inc.,Latitude 3410,Windows
VISTA-W0102,Dell Inc.,Latitude 3410,Windows
LOFT-W6420,Dell Inc.,Latitude 3420,Windows
CP-JOI-M2003,Apple Inc.,"MacBook Air (M1, 2020)",macOS
CP-JOI-M2003,Apple Inc.,"MacBook Air (M1, 2020)",macOS
CP-JOI-M2003,Apple Inc.,"MacBook Air (M1, 2020)",macOS
VISTA-W0074,Dell Inc.,Latitude 3420,Windows
VISTA-W0045,Dell Inc.,Latitude 3420,Windows
VISTA-W0062,Dell Inc.,Latitude 3410,Windows
LOFT-W6073,Dell Inc.,Latitude 3420,Windows
LOFT-W6320,Dell Inc.,Latitude 3420,Windows
LOFT-L3993,Avell High Performance,A70,Ubuntu
CP-W0779,Dell Inc.,Latitude 3400,Windows
LOFT-M1356,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W2153,Dell Inc.,XPS 13 9300,Windows
LOFT-M3654,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3654,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3654,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W6240,Dell Inc.,Latitude 3420,Windows
LOFT-M2078,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2078,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2009,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2009,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2009,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1024,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1024,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3876,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3895,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3895,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3895,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6068,Dell Inc.,Latitude 3420,Windows
CP-W0192,Dell Inc.,Latitude 3490,Windows
CP-CWB-W1032,Acer,Aspire A515-54,Windows
CP-W0433,Dell Inc.,Latitude 3490,Windows
CP-W0754,Dell Inc.,Latitude 3400,Windows
CP-W2429,Dell Inc.,Latitude 3400,Windows
LOFT-M3703,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3703,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
VISTA-W0098,Dell Inc.,Latitude 3410,Windows
VISTA-W0095,Dell Inc.,Latitude 3410,Windows
VISTA-W0066,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1250,Dell Inc.,Inspiron 15 5510,Windows
VISTA-W0076,Dell Inc.,Latitude 3420,Windows
VISTA-W0103,Dell Inc.,Latitude 3420,Windows
VISTA-W0084,Dell Inc.,Latitude 3410,Windows
CP-CWB-W2070,Acer,Aspire A515-54,Windows
VISTA-W0104,Dell Inc.,Latitude 3410,Windows
VISTA-W0077,Dell Inc.,Latitude 3420,Windows
VISTA-W0026,Dell Inc.,Latitude 3420,Windows
LOFT-M2488,Apple Inc.,"MacBookPro16,1",macOS
VISTA-W0001,Dell Inc.,Latitude 3420,Windows
CP-W3259,Dell Inc.,Latitude 3420,Windows
VISTA-W0019,Dell Inc.,Latitude 3420,Windows
LOFT-W6538,Dell Inc.,Latitude 3420,Windows
LOFT-W6303,Dell Inc.,Latitude 3420,Windows
LOFT-W0001,LENOVO,21DECTO1WW,Windows
CP-W3271,Dell Inc.,Latitude 3420,Windows
CP-W3030,Dell Inc.,Latitude 3410,Windows
CP-W3494,Dell Inc.,Latitude 3420,Windows
CP-W3097,Dell Inc.,Latitude 3420,Windows
CP-W3097,Dell Inc.,Latitude 3420,Windows
CP-W3062,Dell Inc.,Latitude 3420,Windows
CP-W3062,Dell Inc.,Latitude 3420,Windows
LOFT-W6142,Dell Inc.,Latitude 3420,Windows
CP-W3307,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1064,Acer,Aspire A515-54,Windows
CP-CWB-W2007,Acer,Aspire A515-54,Windows
CP-CWB-W1002,Acer,Aspire A515-54,Windows
CP-W3115,Dell Inc.,Latitude 3420,Windows
LOFT-W6297,Dell Inc.,Latitude 3420,Windows
LOFT-W6128,Dell Inc.,Latitude 3420,Windows
LOFT-W6379,Dell Inc.,Latitude 3420,Windows
CP-W3364,Dell Inc.,Latitude 3420,Windows
LOFT-W6088,Dell Inc.,Latitude 3420,Windows
CP-CWB-W2043,Acer,Aspire A515-54,Windows
LOFT-W6079,Dell Inc.,Latitude 3420,Windows
LOFT-W6518,Dell Inc.,Latitude 3420,Windows
CP-W3172,Dell Inc.,Latitude 3420,Windows
CP-CWB-W0956,Acer,Aspire A515-54,Windows
LOFT-W2195,Dell Inc.,Latitude 3410,Windows
LOFT-W2225,Dell Inc.,Latitude 3410,Windows
LOFT-W2297,Dell Inc.,Latitude 3410,Windows
LOFT-W3633,Dell Inc.,Latitude 3410,Windows
LOFT-W2671,Dell Inc.,Latitude 3410,Windows
LOFT-W3038,Dell Inc.,Latitude 3410,Windows
LOFT-W2127,Dell Inc.,Latitude 3410,Windows
LOFT-W3021,Dell Inc.,Latitude 3410,Windows
LOFT-W6342,Dell Inc.,Latitude 3420,Windows
LOFT-W2339,Dell Inc.,Latitude 3410,Windows
CP-W3004,Dell Inc.,Latitude 3410,Windows
LOFT-W3139,Dell Inc.,Latitude 3420,Windows
LOFT-W2340,Dell Inc.,Latitude 3410,Windows
LOFT-W2294,Dell Inc.,Latitude 3410,Windows
LOFT-W-6350,Dell Inc.,Latitude 3420,Windows
LOFT-W2223,Dell Inc.,Latitude 3410,Windows
LOFT-W3724,Dell Inc.,Latitude 3420,Windows
LOFT-W2331,Dell Inc.,Latitude 3410,Windows
LOFT-W3659,Dell Inc.,Latitude 3420,Windows
LOFT-W2199,Dell Inc.,Latitude 3410,Windows
LOFT-W6074,Dell Inc.,Latitude 3420,Windows
LOFT-W6486,Dell Inc.,Latitude 3420,Windows
LOFT-W6541,Dell Inc.,Latitude 3420,Windows
LOFT-W6165,Dell Inc.,Latitude 3420,Windows
LOFT-W6149,Dell Inc.,Latitude 3420,Windows
LOFT-W6083,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1056,Acer,Aspire A515-54,Windows
CP-W3721,Dell Inc.,Latitude 3420,Windows
CP-W3721,Dell Inc.,Latitude 3420,Windows
CP-W3221,Dell Inc.,Latitude 3420,Windows
CP-W2107,Dell Inc.,Latitude 3410,Windows
CP-W2101,Dell Inc.,Latitude 3410,Windows
CP-W3047,Dell Inc.,Latitude 3410,Windows
CP-W3045,Dell Inc.,Latitude 3410,Windows
CP-W3012,Dell Inc.,Latitude 3410,Windows
CP-W3001,Dell Inc.,Latitude 3410,Windows
CP-W2709,Dell Inc.,Latitude 3410,Windows
CP-W2996,Dell Inc.,Latitude 3410,Windows
CP-W3040,Dell Inc.,Latitude 3410,Windows
CP-W3040,Dell Inc.,Latitude 3410,Windows
CP-W3031,Dell Inc.,Latitude 3410,Windows
VISTA-W0022,Dell Inc.,Latitude 3420,Windows
VISTA-W0021,Dell Inc.,Latitude 3420,Windows
VISTA-W0092,Dell Inc.,Latitude 3420,Windows
VISTA-W0043,Dell Inc.,Latitude 3420,Windows
VISTA-W0089,Dell Inc.,Latitude 3420,Windows
VISTA-W0087,Dell Inc.,Latitude 3420,Windows
VISTA-W0018,Dell Inc.,Latitude 3420,Windows
CP-W3003,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1046,Acer,Aspire A515-54,Windows
CP-W2121,Dell Inc.,Latitude 3410,Windows
LOFT-W6057,Dell Inc.,Latitude 3420,Windows
LOFT-W6182,Dell Inc.,Latitude 3420,Windows
LOFT-W6499,Dell Inc.,Latitude 3420,Windows
LOFT-W6502,Dell Inc.,Latitude 3420,Windows
LOFT-W6172,Dell Inc.,Latitude 3420,Windows
LOFT-W6098,Dell Inc.,Latitude 3420,Windows
VISTA-W0086,Dell Inc.,Latitude 3420,Windows
VISTA-W0040,Dell Inc.,Latitude 3420,Windows
VISTA-W0003,Dell Inc.,Latitude 3420,Windows
VISTA-W0100,Dell Inc.,Latitude 3420,Windows
VISTA-W0004,Dell Inc.,Latitude 3420,Windows
VISTA-W0024,Dell Inc.,Latitude 3420,Windows
VISTA-W0093,Dell Inc.,Latitude 3420,Windows
CP-W3037,Dell Inc.,Latitude 3410,Windows
CP-W3037,Dell Inc.,Latitude 3410,Windows
CP-W2103,Dell Inc.,Latitude 3410,Windows
CP-W2115,Dell Inc.,Latitude 3410,Windows
CP-W2140,Dell Inc.,Latitude 3410,Windows
CP-W2141,Dell Inc.,Latitude 3410,Windows
VISTA-W0108,Dell Inc.,Latitude 3420,Windows
VISTA-W0109,Dell Inc.,Latitude 3420,Windows
VISTA-W0112,Dell Inc.,Latitude 3420,Windows
CP-W3049,Dell Inc.,Latitude 3410,Windows
LOFT-W6013,Dell Inc.,Latitude 3420,Windows
VISTA-W0113,Dell Inc.,Latitude 3420,Windows
CP-W3007,Dell Inc.,Latitude 3410,Windows
CP-W3022,Dell Inc.,Latitude 3410,Windows
CP-W2995,Dell Inc.,Latitude 3410,Windows
CP-W2113,Dell Inc.,Latitude 3410,Windows
CP-W2139,Dell Inc.,Latitude 3410,Windows
LOFT-W6465,Dell Inc.,Latitude 3420,Windows
CP-W3027,Dell Inc.,Latitude 3410,Windows
VISTA-W0114,Dell Inc.,Latitude 3420,Windows
CP-W3015,Dell Inc.,Latitude 3410,Windows
CP-W2723,Dell Inc.,Latitude 3410,Windows
LOFT-M2477,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2477,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6113,Dell Inc.,Latitude 3420,Windows
LOFT-W6423,Dell Inc.,Latitude 3420,Windows
LOFT-W6053,Dell Inc.,Latitude 3420,Windows
LOFT-W6010,Dell Inc.,Latitude 3420,Windows
LOFT-W6438,Dell Inc.,Latitude 3420,Windows
LOFT-W6016,Dell Inc.,Latitude 3420,Windows
CP-W2465,Dell Inc.,Latitude 3410,Windows
LOFT-W6437,Dell Inc.,Latitude 3420,Windows
CP-W2489,Dell Inc.,Latitude 3410,Windows
LOFT-W6005,Dell Inc.,Latitude 3420,Windows
VISTA-W0118,Dell Inc.,Latitude 3420,Windows
VISTA-W0117,Dell Inc.,Latitude 3420,Windows
VISTA-W0116,Dell Inc.,Latitude 3420,Windows
CP-CWB-W2048,Acer,Aspire A515-54,Windows
CP-W2277,Dell Inc.,Latitude 3410,Windows
CP-W2685,Dell Inc.,Latitude 3410,Windows
CP-W2275,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1132,Acer,Aspire A515-54,Windows
LOFT-M3756,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3756,Apple Inc.,"MacBookPro16,1",macOS
LOFT-3524,Apple Inc.,"MacBookPro16,1",macOS
LOFT-3524,Apple Inc.,"MacBookPro16,1",macOS
CP-W2201,Dell Inc.,Latitude 3410,Windows
LOFT-M3504,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3504,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3450,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3450,Apple Inc.,"MacBookPro16,1",macOS
CP-W2343,Dell Inc.,Latitude 3410,Windows
CP-W2661,Dell Inc.,Latitude 3410,Windows
CP-W2661,Dell Inc.,Latitude 3410,Windows
CP-W2665,Dell Inc.,Latitude 3410,Windows
CP-W2317,Dell Inc.,Latitude 3410,Windows
CP-W2001,Dell Inc.,Inspiron 3501,Windows
CP-W2226,Dell Inc.,Latitude 3410,Windows
CP-W3009,Dell Inc.,Latitude 3410,Windows
CP-W2291,Dell Inc.,Latitude 3410,Windows
LOFT-M3467,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3467,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1376,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1376,Apple Inc.,"MacBookPro16,1",macOS
CP-W2667,Dell Inc.,Latitude 3410,Windows
CP-W2487,Dell Inc.,Latitude 3410,Windows
CP-W3004,Dell Inc.,Latitude 3410,Windows
LOFT-M3788,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3788,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3671,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3671,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-W2455,Dell Inc.,Latitude 3410,Windows
MacBook Pro de admin,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-W2212,Dell Inc.,Latitude 3410,Windows
CP-W2179,Dell Inc.,Latitude 3410,Windows
CP-W2202,Dell Inc.,Latitude 3410,Windows
CP-W2196,Dell Inc.,Latitude 3410,Windows
CP-W2196,Dell Inc.,Latitude 3410,Windows
CP-W2699,Dell Inc.,Latitude 3410,Windows
CP-W2228,Dell Inc.,Latitude 3410,Windows
CP-W2292,Dell Inc.,Latitude 3410,Windows
CP-W2220,Dell Inc.,Latitude 3410,Windows
CP-CWB-W0944,Acer,Aspire A515-54,Windows
LOFT-W6433,Dell Inc.,Latitude 3420,Windows
LOFT-W6216,Dell Inc.,Latitude 3420,Windows
LOFT-M3084,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3084,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3084,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3691,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3691,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W6402,Dell Inc.,Latitude 3420,Windows
LOFT-W6339,Dell Inc.,Latitude 3420,Windows
LOFT-W6115,Dell Inc.,Latitude 3420,Windows
LOFT-M3126,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3126,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3496,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3496,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3783,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3783,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-CWB-W1008,Acer,Aspire A515-54,Windows
LOFT-M2026,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2026,Apple Inc.,"MacBookPro16,1",macOS
CP-W3035,Dell Inc.,Latitude 3410,Windows
LOFT-W2152,Dell Inc.,XPS 13 9300,Windows
LOFT-M0083,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0083,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M1387,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M1387,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W0934,Acer,Aspire A515-54,Windows
CP-CWB-W0926,Acer,Aspire A515-54,Windows
LOFT-M3499,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3499,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3499,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3167,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3167,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3454,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3454,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3454,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3115,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3475,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3475,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3108,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3108,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3715,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3715,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3715,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
