ComputerName,user_state,HardwareVendor,HardwareModel,device_os,Device Group
LOFT-M0083,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M1387,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M1387,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3499,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3499,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3499,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3167,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3167,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3454,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3454,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3454,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3115,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3475,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3475,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3108,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3108,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3715,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3715,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3715,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3694,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3694,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3694,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3746,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3746,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3746,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3519,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3874,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3874,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3874,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
loft_m1,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
loft_m1,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
loft_m1,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3182,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3182,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3182,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3097,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3097,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3097,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3661,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3661,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3661,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3713,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3713,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3713,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3189,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3189,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3189,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3717,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3717,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3193,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3193,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3193,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3543,SUSPENDED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3543,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3543,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3711,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3711,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3711,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3885,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3885,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3885,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3509,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3509,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3179,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3179,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3179,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M2990,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2990,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3655,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3655,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3172,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3172,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3172,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
CP-CWB-M1970,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
CP-CWB-M1970,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
CP-CWB-M1971,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
CP-CWB-M1971,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
CP-CWB-M3709,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
CP-CWB-M3709,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
Suporte?s MacBook Pro,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
Suporte?s MacBook Pro,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
Loft-M3674,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3114,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3114,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3418,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3418,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3200,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3200,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3438,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3438,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3438,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3780,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3780,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3856,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3856,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2310,,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-M3688,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3688,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3688,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
CP-CWB-M1371,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M0108,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M0108,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M3423,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3423,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3665,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3665,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3665,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3159,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
MacBook Pro de Joao,,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3427,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3427,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3427,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3793,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3793,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3800,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3800,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3800,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3082,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3175,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3175,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3175,ACTIVATED,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3452,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3883,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3883,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3883,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
VISTA-W0083,SUSPENDED,LENOVO,81M1,Windows,VS-GRP-Devices-Win
VISTA-W0110,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0009,,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0031,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0041,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0047,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0046,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0055,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0057,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0081,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0106,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0020,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0052,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0091,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0072,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0027,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0053,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0088,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0102,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0074,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0045,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0062,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0098,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0095,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0066,SUSPENDED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0076,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0103,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0084,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0104,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0077,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0026,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0001,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0019,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0022,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0021,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0092,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0043,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0089,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0087,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0018,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0086,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0040,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0003,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0100,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0004,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0024,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0093,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0108,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0109,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0112,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0113,SUSPENDED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0114,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0118,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0117,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0116,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0002,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0059,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0013,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0058,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0085,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0075,ACTIVATED,Dell Inc.,Latitude 3420,Windows,VS-GRP-Devices-Win
VISTA-W0029,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
VISTA-W0082,ACTIVATED,Dell Inc.,Latitude 3410,Windows,VS-GRP-Devices-Win
CP-W3459,ACTIVATED,Dell Inc.,Latitude 3420,Windows,CP-GRP-Devices-Windows
CP-W3294,ACTIVATED,Dell Inc.,Latitude 3420,Windows,CP-GRP-Devices-Windows
CP-W2268,ACTIVATED,Dell Inc.,Latitude 3410,Windows,CP-GRP-Devices-Windows
CP-W3026,ACTIVATED,Dell Inc.,Latitude 3410,Windows,CP-GRP-Devices-Windows
CP-JVL-W2057,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W0183,ACTIVATED,Acer,Nitro AN515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W004,ACTIVATED,Dell Inc.,Inspiron 15 5510,Windows,CP-GRP-Devices-Windows
CP-JVL-W0868,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W0863,ACTIVATED,LENOVO,82CG,Windows,CP-GRP-Devices-Windows
CP-JVL-W2024,ACTIVATED,LENOVO,82CG,Windows,CP-GRP-Devices-Windows
CP-JVL-W2069,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W0847,ACTIVATED,LENOVO,82HB,Windows,CP-GRP-Devices-Windows
CP-CWB-W1286,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W0178,,Dell Inc.,Inspiron 3583,Windows,CP-GRP-Devices-Windows
CP-CWB-W0891,SUSPENDED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1088,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W0893,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1084,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W2026,ACTIVATED,LENOVO,82CG,Windows,CP-GRP-Devices-Windows
CP-JVL-W0056,ACTIVATED,Acer,Aspire A515-51G,Windows,CP-GRP-Devices-Windows
CP-JVL-W0020,,LENOVO,81FE,Windows,CP-GRP-Devices-Windows
CP-W3175,ACTIVATED,Dell Inc.,Latitude 3420,Windows,CP-GRP-Devices-Windows
CP-W2133,ACTIVATED,Dell Inc.,Latitude 3410,Windows,CP-GRP-Devices-Windows
CP-W3021,ACTIVATED,Dell Inc.,Latitude 3410,Windows,CP-GRP-Devices-Windows
CP-W3033,SUSPENDED,Dell Inc.,Latitude 3410,Windows,CP-GRP-Devices-Windows
CP-CWB-W1118,,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-W3010,ACTIVATED,Dell Inc.,Latitude 3410,Windows,CP-GRP-Devices-Windows
CP-CWB-W1310,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W0900,ACTIVATED,"SAMSUNG ELECTRONICS CO., LTD.",550XDA,Windows,CP-GRP-Devices-Windows
CP-CWB-W1314,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1318,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1300,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1320,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1312,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1322,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1332,SUSPENDED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1332,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1334,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1336,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1316,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1328,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1338,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1340,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1342,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1348,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W0823,,Dell Inc.,Inspiron 3583,Windows,CP-GRP-Devices-Windows
CP-CWB-W2119,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W2016,ACTIVATED,Acer, ,Windows,CP-GRP-Devices-Windows
CP-JVL-W2125,ACTIVATED,Dell Inc.,Inspiron 3501,Windows,CP-GRP-Devices-Windows
CP-CWB-W1066,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1270,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1308,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1158,SUSPENDED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1106,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1104,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1014,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1304,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1016,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W1290,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W2046,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-CWB-W0940,ACTIVATED,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
CP-JVL-W0876,,Acer,Aspire A515-54,Windows,CP-GRP-Devices-Windows
